age,workclass,education,education_num,marital_status,occupation,relationship,race,gender,hours_per_week,native_country
20, Private, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States
26, Private, Assoc-acdm,12, Never-married, Other-service, Own-child, Black, Male,40, United-States
61,, HS-grad,9, Married-civ-spouse,, Husband, White, Male,6, United-States
43, Private, Masters,14, Never-married, Other-service, Not-in-family, White, Female,30, Poland
46, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,52, United-States
43, Local-gov, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,35, United-States
41, Private, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,40, United-States
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States
54, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States
65, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
32, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,40, Canada
25, Private, Some-college,10, Separated, Adm-clerical, Own-child, White, Male,40, United-States
23, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,50, United-States
25, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States
19, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,50, United-States
37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States
45, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,45, United-States
37, Private, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male,44, United-States
40, Self-emp-not-inc, Some-college,10, Divorced, Exec-managerial, Other-relative, White, Male,70, Iran
19,, Some-college,10, Never-married,, Own-child, White, Male,40, United-States
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,5, United-States
27, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,40, United-States
40, Local-gov, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Black, Male,40,
59, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,30, United-States
19, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States
43, Private, 10th,6, Never-married, Machine-op-inspct, Not-in-family, Black, Male,40, United-States
42, Private, 10th,6, Never-married, Transport-moving, Unmarried, White, Male,40, United-States
54, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States
54, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,50, United-States
51, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,45, United-States
50, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States
40, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States
55, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,25, United-States
50, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States
31, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
42,, HS-grad,9, Divorced,, Unmarried, Black, Female,32, United-States
24, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,45, United-States
30, Private, 11th,7, Divorced, Sales, Own-child, White, Male,40, United-States
39, Local-gov, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Wife, White, Female,50, United-States
37, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,50, United-States
33, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
48, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,40, United-States
43, Self-emp-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,78, Thailand
39, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
53, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States
52, Self-emp-not-inc, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States
28, State-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,20, United-States
32, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,52, United-States
31, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,90, United-States
31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States
47, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States
19,, Some-college,10, Never-married,, Own-child, White, Male,50, United-States
40, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States
40, Private, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,45, United-States
41, Private, 11th,7, Divorced, Other-service, Not-in-family, White, Male,40, United-States
53, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States
46, Private, 11th,7, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,43, Germany
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,35, United-States
39, Private, 9th,5, Married-civ-spouse, Other-service, Wife, Black, Female,34, United-States
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States
57, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
49, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, Peru
59, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States
32, Private, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,50, United-States
18,, Some-college,10, Never-married,, Own-child, White, Female,15, United-States
35, State-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, Black, Male,40, United-States
58, Self-emp-inc, 10th,6, Married-civ-spouse, Transport-moving, Wife, White, Female,40, United-States
28, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,43, Mexico
36, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States
41, Self-emp-not-inc, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,35, United-States
47, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
50, Self-emp-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States
61,, HS-grad,9, Married-civ-spouse,, Husband, White, Male,16, United-States
36, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
38, Private, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States
56, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,60, United-States
50, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States
45, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,66, United-States
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States
44, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
25, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States
60, Private, 11th,7, Widowed, Transport-moving, Unmarried, Black, Male,40, United-States
17,, 10th,6, Never-married,, Own-child, White, Male,30, United-States
49, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
46, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,60, United-States
56, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, Black, Female,38, United-States
25, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,45, United-States
22, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States
76,, HS-grad,9, Widowed,, Not-in-family, Black, Female,2, United-States
41, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States
48, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
46, Private, 10th,6, Never-married, Machine-op-inspct, Not-in-family, Black, Male,40, United-States
30, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States
39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
40, Private, 10th,6, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States
70, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States
49, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,75, United-States
24, Private, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male,60, United-States
40, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,36, United-States
61, Private, Prof-school,15, Married-civ-spouse, Transport-moving, Husband, White, Male,5, United-States
25, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,40, United-States
28, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States
69, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,11, United-States
22, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,36, United-States
47, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,38, United-States
38, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,48, United-States
26, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,40, United-States
17, Private, 11th,7, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,24, United-States
33, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,35, United-States
43, Self-emp-not-inc, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,40, United-States
58, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
53, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
26, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,25, United-States
43, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States
31, Private, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, Mexico
30, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,42, United-States
25, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,25, United-States
57, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States
37, Private, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,60, United-States
32, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,48, United-States
26, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,41, United-States
45, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States
53, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,35, United-States
27, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,40, United-States
28, Self-emp-inc, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
32, Private, 11th,7, Divorced, Sales, Not-in-family, White, Male,43, United-States
35, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,65, United-States
36, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States
19, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States
37, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,80, United-States
49, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,45, United-States
20, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,45, United-States
64, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States
60,, Masters,14, Married-civ-spouse,, Husband, White, Male,40, United-States
32, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,42, United-States
58, State-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
42, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States
20, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,14, United-States
42, State-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States
25, Private, Some-college,10, Married-spouse-absent, Prof-specialty, Unmarried, Black, Male,40, United-States
30, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,65, United-States
37, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States
66, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States
59, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, England
